Dimension,ASIN,Date First Available,Manufacturer,Country of Origin,Best Sellers Rank,Color,Item Model Number,Item Weight,Price,AmazonGlobal Shipping,Estimated Import Charges,Day Delivered
None,B0BKW2ZSZ9,"October 29, 2022",New brothreads,None,"#12,391 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #16 in Embroidery Machine Thread  #112 in Sewing Thread",Black-900,900,10.2 ounces,None,None,None,N/A
11.8 x 9 x 1.85 inches,B09W181Y3J,None,"Plaid Enterprises, Inc.",USA,"#60,560 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #20 in Felt Applique Kits",Mandala Christmas,89499E,4.4 ounces,$22.24,$30.82,$30.66,14
7 x 5 x 9.25 inches,B0017KW24O,"April 9, 2008",Simplicity Creative Corp.,China,"#69,681 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #126 in Cross-Stitch Counted Kits",multi-colored,08799,2.88 ounces,$13.93,$25.94,$18.53,14
14.5 x 10 x 1 inches,B003W0Y2MW,"April 21, 2004","Plaid Enterprises, Inc.",USA,"#58,624 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #69 in Cross-Stitch Stamped Kits",Multicolor,43241,7 ounces,$18.10,$26.99,$0.00,N/A
12.25 x 0.3 x 9 inches,B00OY0QSB2,"April 4, 2004",Janlynn,USA,"#60,641 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #93 in Cross-Stitch Counted Kits",Original Version,17-0100,0.81 ounces,$21.99,$26.41,$22.12,14
9 x 3 x 6 x 1 inches,B001BENM2M,None,"Plaid Enterprises, Inc.",USA,"#40,221 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #152 in Embroidery Kits",Butterflies in Flight,45076,7.2 ounces,$10.14,$27.68,$0.00,14
2.7 x 3.85 x 0.75 inches,B0934L8DTK,"April 21, 2021",KeyDoo,USA,"#73,691 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #186 in Embroidery Hoops",None,BE102,0.352 ounces,$9.91,$25.14,$0.00,14
None,B08DR1XK25,"February 18, 2020",Alize,None,"#58,946 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #56 in Yarn Needles",55-White,Puffy,14.1 ounces,None,None,None,N/A
1.5 x 1.63 x 12.06 inches,B001DZUVQY,"August 7, 2008",EK Success,Nepal,"#65,178 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #67 in Needle Felting Kits",Black,72F-73345,0.035 ounces,$4.79,$26.09,$0.00,14
"18""L x 15""W",B003W0IWY6,"September 18, 2007",Notions - In Network,USA,"#64,315 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #50 in Cross-Stitch Aida Cloth",None,269582,2.08 ounces,$8.60,$26.16,$0.00,14
9.9 x 8.7 x 2.4 inches,B01LXKJNYX,None,No,USA,"#73,996 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #34 in Felt Applique Kits",Multicolor,86703,4 ounces,$20.60,$30.39,$29.53,14
14 x 9 x 0.25 inches,B001CRKK3M,"April 21, 2004",Tobin,USA,"#65,118 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #86 in Cross-Stitch Stamped Kits",Baby Bears,T21706,3.04 ounces,$15.21,$27.60,$25.12,14
11.8 x 9.5 x 1.96 inches,B07KQ3CTVN,None,"Plaid Enterprises, Inc.",USA,"#76,354 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #37 in Felt Applique Kits",Multicolor,86931E,6.9 ounces,$24.06,$32.20,$32.38,14
9.5 x 6.4 x 1.4 inches,B074T4DFDF,"September 19, 2017",Tobin,USA,"#61,396 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #233 in Embroidery Kits",White,T232183,2.88 ounces,$12.00,$27.08,$0.00,14
9 x 2 x 12 inches,B005NCRLEI,"May 20, 2010","Plaid Enterprises, Inc.",USA,"#68,221 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #94 in Cross-Stitch Stamped Kits",None,45567,12.6 ounces,$52.99,$36.65,$39.44,14
0.38 x 5.52 x 7.5 inches,B08L6PR3H6,"October 14, 2020",Dimensions,China,"#40,914 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #44 in Cross-Stitch Counted Kits",Multicolor,70-65212,1.76 ounces,$11.80,$25.59,$0.00,14
8.5 x 1 x 10.88 inches,B005IDB37I,None,No,USA,"#26,368 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #20 in Cross-Stitch Counted Kits",Blue,021-1403,0.01 ounces,$10.00,$26.25,$0.00,14
11.5 x 9 x 2.5 inches,B09NRY8GWV,"December 17, 2021",Design Works Crafts Inc.,USA,"#68,279 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #95 in Cross-Stitch Stamped Kits",Baby's Forest,7106,6.2 ounces,$37.34,$33.84,$9.00,14
0.04 x 0.04 x 1.97 inches,B004SEYYXI,None,Notions - In Network,France,"#70,185 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #62 in Yarn Needles",None,870,0.16 ounces,$7.21,$25.13,$0.00,14
None,B0BCYBMQDV,"September 3, 2022",New brothreads,None,"#6,996 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #9 in Embroidery Machine Thread",Beige+Brass,NB-1000M-4BR4BE01,13.4 ounces,None,None,None,N/A
6 x 0.5 x 9.5 inches,B003IHEYVI,"April 21, 2004",Spectrum Crafts,China,"#38,369 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #80 in Embroidery Floss",None,000-3001-35,2.39 ounces,$9.93,$26.53,$0.00,14
12 x 0.38 x 9 inches,B0033A2GLA,"January 8, 2010",Design Works Crafts,USA,"#71,075 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #129 in Cross-Stitch Counted Kits",White,2431,0.32 ounces,$23.44,$26.77,$22.86,14
6.49 x 0.7 x 7.09 inches,B09XWY2JT6,"April 13, 2022",IG Design Group,China,"#74,807 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #292 in Embroidery Kits",Multicolor,72-76314,1.6 ounces,$13.59,$26.77,$18.74,14
1.6 x 1.79 x 4.09 inches,B001DEGFVK,"July 29, 2008",Notions - In Network,United Kingdom,"#72,238 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #64 in Yarn Needles",None,JJ198-28,0.1 ounces,$8.54,$25.43,$0.00,14
12.4 x 9 x 2.9 inches,B0BV914L4L,None,"Plaid Enterprises, Inc.",USA,"#69,393 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #30 in Felt Applique Kits",The Purr-fect Nap,89582E,6.4 ounces,$25.60,$31.69,$45.93,N/A
16 x 13 x 0.5 inches,B002C4IURM,"June 4, 2009",DiMarzio,China,"#21,012 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #7 in Cross-Stitch Counted Kits",multi-colored,08817,0.01 ounces,$17.80,$27.08,$20.64,N/A
None,B01N0OK1LO,"December 8, 2016",Multicraft,China,"#70,345 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #141 in Embroidery Floss",Purple,NC162G,0.64 ounces,$5.71,$25.61,$0.00,14
6.72 x 0.47 x 8.99 inches,B001BPOVY4,"April 17, 2008","Plaid Enterprises, Inc.",USA,"#78,595 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #139 in Sewing Project Kits  #158 in Cross-Stitch Counted Kits",Pink,45328,3.84 ounces,$16.99,$27.12,$20.32,14
14.5 x 10 x 1.9 inches,B00114RGLA,"April 21, 2004",EKS,China,"#72,663 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #102 in Cross-Stitch Stamped Kits",Sweet Prayer,13088,15.5 ounces,$35.63,$32.19,$30.25,14
13 x 10 x 1 inches,B003WKXBRO,"May 21, 2012","Design Works Crafts, Inc.",USA,"#72,632 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #137 in Cross-Stitch Counted Kits",Multi,5458,4.6 ounces,$21.51,$28.29,$22.69,14
12 x 0.4 x 9 inches,B0178OVEGE,"October 5, 2011",M & R Technologies,USA,"#68,853 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #120 in Cross-Stitch Counted Kits",multi-colored,2875,3.52 ounces,$17.07,$26.39,$0.00,14
9.5 x 12.75 x 0.81 inches,B0CQBCK5CB,"December 14, 2023",IG Design Group,China,"#78,279 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #157 in Cross-Stitch Counted Kits",14 Cnt. Light Blue Aida,70-35438,8.8 ounces,$27.90,$27.19,$24.92,14
40 x 60 x 0.02 inches,B083ZJXKQC,"January 16, 2020",Jack Dempsey Needle Art,USA,"#83,330 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #120 in Cross-Stitch Stamped Kits",None,4060925,6.4 ounces,$16.39,$26.63,$0.00,14
0.98 x 2.36 x 7.72 inches,B09RRZT88M,"February 3, 2022",Clover,Japan,"#64,517 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #74 in Punch Needle Supplies",None,CL8816,1.6 ounces,$17.63,$25.50,$35.33,14
6.12 x 2 x 0.12 inches,B0009K5LJ6,"April 21, 2004",Clover,Japan,"#84,372 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #75 in Yarn Needles",None,73540,0.16 ounces,$4.41,$25.22,$0.00,14
5.5 x 0.75 x 8.5 inches,B003W124PS,"April 21, 2004",Spectrum Crafts,USA,"#73,570 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #105 in Cross-Stitch Stamped Kits",multi-colored,054-0090,2.11 ounces,$14.99,$25.96,$5.64,14
"30""L x 20""W",B00G3MKUUY,"December 30, 2013",Design Works Crafts,USA,"#84,406 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #334 in Embroidery Kits",Pink Wild Rose,T232130,6.9 ounces,$11.62,$26.71,$0.00,14
5.5 x 7.5 x 0.5 inches,B014Q5E83E,None,IG Design Group,China,"#67,820 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #113 in Cross-Stitch Counted Kits",14 Cnt. White Aida,70-65228,3.36 ounces,$14.90,$25.92,$18.92,14
9 x 12 x 0.1 inches,B0030OM0OW,"December 15, 2009",EKS,China,"#80,502 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #166 in Cross-Stitch Counted Kits",multi-colored,73538,4 ounces,$18.93,$26.72,$20.97,14
12 x 12 x 0.25 inches,B07HD1DPP6,None,"CSS Industries, Inc.",China,None,Multicolor,72-75542,3.2 ounces,$19.17,$31.40,$23.02,14
12.05 x 9.25 x 3.07 inches,B08B8VFTNW,"June 16, 2020",Design Works Crafts,USA,"#58,158 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #68 in Cross-Stitch Stamped Kits",Toy Box,7030,1.6 ounces,$31.98,$34.81,$29.83,14
28 x 17 x 0.02 inches,B083ZJR7M8,"January 16, 2020",Jack Dempsey Needle Art,USA,"#68,723 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #264 in Embroidery Kits",None,340-664,4 ounces,$25.04,$27.34,$23.79,14
6.5 x 2.39 x 8.83 inches,B000Y3F6IE,None,No,France,"#92,893 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #197 in Embroidery Floss",None,72641,1.06 ounces,$4.93,$25.34,$0.00,14
12.65 x 8.97 x 0.69 inches,B009MHIM8Y,"October 4, 2012",EK Success,China,"#83,551 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #174 in Cross-Stitch Counted Kits",Various,70-35293,5 ounces,$17.19,$27.31,$20.47,14
6.49 x 0.7 x 7.09 inches,B09TG749SJ,None,IG Design Group,China,"#43,283 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #58 in Cross-Stitch Counted Kits","14 Ct. Ivory Aida,",72-76320,6.3 ounces,$13.99,$26.55,$12.17,14
11.8 x 9.5 x 1.96 inches,B07KQ3WMM5,None,"Plaid Enterprises, Inc.",USA,"#85,942 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #49 in Felt Applique Kits",multi,86900E,6.5 ounces,$23.50,$31.39,$31.62,14
1.5 x 1.5 x 17 inches,B001144V2M,"December 12, 2007",Notions - In Network,USA,"#86,757 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #75 in Cross-Stitch Aida Cloth",None,GD1436-4691,2.78 ounces,$8.60,$26.05,$0.00,14
11.8 x 9.5 x 1.96 inches,B07KQ3ZV3P,None,"Plaid Enterprises, Inc.",USA,"#76,591 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #38 in Felt Applique Kits",Multicolor,86930E,6.4 ounces,$18.60,$33.01,$29.85,N/A
0.25 x 9 x 5.5 inches,B01BO7QD7Q,"February 11, 2016",Tobin,USA,"#88,487 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #353 in Embroidery Kits",White,4008,1.44 ounces,$11.59,$25.35,$0.00,14
9.25 x 5.55 x 0.83 inches,B083KHJV7P,"June 18, 2020",Design Works Crafts,USA,"#79,018 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #91 in Punch Needle Supplies",Mandala,7022,3.17 ounces,$10.56,$26.21,$0.00,14
4.53 x 0.79 x 0.79 inches,B004W8SR06,None,Wilton,Taiwan,"#78,359 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #17 in Needle Felting Tools",None,72-73663,1.28 ounces,$12.73,$26.13,$0.00,14
60 x 40 x 0.04 inches,B000PD0E0I,None,No,USA,"#73,728 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #284 in Embroidery Kits",None,318492,6.6 ounces,$14.07,$26.67,$18.90,14
6.49 x 0.7 x 7.09 inches,B0928QXBKY,"May 13, 2021",IG Design Group,China,"#89,330 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #195 in Cross-Stitch Counted Kits",Multicolor,72-76290,3.2 ounces,$18.49,$25.79,$13.14,14
3.62 x 2.05 x 7.17 inches,B0BMWG1JHZ,"November 18, 2022",Arteza,China,"#70,274 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #413 in Embroidery Kits",None,ARTZ-4876,7.4 ounces,$31.01,$27.26,$37.24,14
6 x 5.5 x 0.4 inches,B08XMWXP5C,"February 26, 2021",Cousin Corporation of America,China,"#38,136 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #90 in Embroidery Hoops",None,40000942,0.317 ounces,$5.41,$25.58,$0.00,14
12 x 1 x 9 inches,B00J3YTLAY,"October 5, 2011",Design Works Crafts,USA,"#95,177 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #32 in Needlepoint Kits",Multicolor,2523,3.36 ounces,$21.28,$30.52,$23.55,14
"30""L x 20""W",B07W82R94M,"August 9, 2019",Design Works Crafts,USA,"#103,256 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #88 in Cross-Stitch Aida Cloth",None,3097,1.28 ounces,$9.40,$25.78,$0.00,14
6.21 x 0.44 x 9.86 inches,B00114Q9CC,None,No,USA,"#70,495 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #272 in Embroidery Kits",Kittens,2640 41,3.2 ounces,$12.47,$26.06,$0.00,14
9 x 2 x 12 inches,B007QNWKTS,"April 1, 2012","Plaid Enterprises, Inc.",USA,"#74,516 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #36 in Felt Applique Kits",None,86312,11.8 ounces,$32.76,$35.81,$38.97,14
3.75 x 5 x 0.4 inches,B00KHUMBPA,None,No,Nepal,"#15,258 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #10 in Wool Roving",Multicolor,72-74019,0.48 ounces,$11.45,$25.15,$0.00,14
11.2 x 8.5 x 0.7 inches,B09QBDRB8N,"January 12, 2022","Design Works Crafts, Inc.",USA,"#77,007 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #111 in Cross-Stitch Stamped Kits",Nursery Rhymes,7102,3.2 ounces,$12.10,$27.83,$0.00,N/A
12 x 9 x 0.25 inches,B00DV925FU,"July 10, 2013",Tobin,USA,"#73,392 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #140 in Cross-Stitch Counted Kits","17"" Long 14 Count",5410,4.3 ounces,$20.00,$26.99,$21.52,14
12 x 1 x 10.5 inches,B003NO2G20,"May 23, 2010",Design Works Crafts,USA,"#80,923 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #321 in Embroidery Kits",Multicolor,T21747,12.8 ounces,$32.98,$33.14,$0.00,14
6.97 x 3.71 x 1.06 inches,B00BHSQZOE,"April 17, 2013",Simplicity Creative Corp.,China,"#81,363 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #83 in Needle Felting Kits",None,71367,1.12 ounces,$4.49,$25.80,$0.00,14
11.8 x 9 x 3 inches,B09MV53128,None,"Plaid Enterprises, Inc.",USA,"#77,944 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #42 in Felt Applique Kits",Polar Bear Buddies,89465E,1.6 ounces,$24.30,$33.02,$32.92,N/A
2.2 x 0.8 x 0.7 inches,B004BOYIE0,"April 2, 2008",Notions - In Network,Germany,"#71,011 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #71 in Embroidery Machine Thread  #655 in Sewing Thread",None,100P-788,0.3 ounces,$8.09,$25.07,$0.00,14
11.8 x 9 x 2.09 inches,B09DCQP95D,None,PLAID ENTERPRISES,USA,"#82,935 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #45 in Felt Applique Kits",The Perfect Tree,89329E,6.7 ounces,$28.99,$31.51,$34.62,14
0.25 x 9 x 7 inches,B01CERTM00,"March 11, 2016",Tobin,USA,"#99,559 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #408 in Embroidery Kits",White,4001,0.704 ounces,$10.88,$25.49,$0.00,14
8.5 x 0.75 x 10.88 inches,B003W17WBE,"December 12, 2007",Janlynn,USA,"#88,970 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #142 in Cross-Stitch Stamped Kits",Multicolored,135-0004,0.01 ounces,$17.74,$26.78,$20.49,14
0.36 x 9.23 x 12.75 inches,B0BK1YT3ZZ,None,IG Design Group,China,"#81,196 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #169 in Cross-Stitch Counted Kits",multicolor,70-35416,5.3 ounces,$26.36,$26.71,$24.07,14
3 x 7 x 8.25 inches,B00U7RSBHA,None,Toysmith,China,"#89,074 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #357 in Embroidery Kits",Multicolor,5639,5.6 ounces,$16.99,$30.64,$21.77,14
13.4 x 10.2 x 2.56 inches,B07B1Q1X5H,None,"Plaid Enterprises, Inc.",USA,"#85,343 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #132 in Cross-Stitch Stamped Kits",white,47805,14.1 ounces,$41.28,$40.04,$35.95,14
12 x 9 x 2 inches,B0C35CCVSY,"May 31, 2023","Plaid Enterprises, Inc.",USA,"#81,910 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #44 in Felt Applique Kits",Cozy Christmas,89639E,5.3 ounces,$27.34,$33.48,$34.79,14
0.5 x 9.25 x 12 inches,B07BD486K3,None,No,China,"#33,799 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #33 in Cross-Stitch Counted Kits",Holiday Truck,70-08974,4.8 ounces,$15.10,$26.70,$24.58,N/A
12.5 x 2 x 9 inches,B001CRMMNI,"April 21, 2004",Tobin,USA,"#84,631 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #127 in Cross-Stitch Stamped Kits",White/Multicolor,T21705,13 ounces,$41.15,$32.44,$0.00,14
6.5 x 0.6 x 7.1 inches,B003LC1936,"May 8, 2010",Colorbok,China,"#76,854 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #21 in Needlepoint Kits",Multicolor,61906TA,1.92 ounces,$9.00,$26.59,$0.00,14
11 x 1.13 x 14 inches,B005M2HI7E,"April 21, 2004",Janlynn,USA,"#77,660 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #307 in Embroidery Kits",White,CR-0058,5 ounces,$17.83,$30.40,$22.05,14
16 x 2.3 x 27.7 inches,B0052ZVYRQ,"May 27, 2011",EDMUNDS,USA,"#90,783 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #234 in Embroidery Hoops",None,72301,0.01 ounces,$45.56,$129.48,$96.29,14
16.5 x 1 x 17.5 inches,B0026IUZH2,"March 19, 2008",EDMUNDS,China,"#73,839 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #187 in Embroidery Hoops",None,5589,0.32 ounces,$22.99,$35.05,$0.00,N/A
11.81 x 8.66 x 0.04 inches,B0057M7VJO,"July 3, 2011",EKS,China,"#76,172 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #151 in Cross-Stitch Counted Kits",Multicolored,70-73697,4.8 ounces,$18.08,$26.83,$20.64,14
11.5 x 9.2 x 2.2 inches,B09NRWMCC6,"December 17, 2021",Design Works Crafts Inc.,USA,"#48,103 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #55 in Cross-Stitch Stamped Kits",In the Jungle,7112,5.9 ounces,$32.65,$32.48,$18.67,14
None,B001R4Z8VE,"January 30, 2009",No,France,"#71,046 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #142 in Embroidery Floss",Black,14808,0.16 ounces,$7.16,$25.15,$0.00,14
11.8 x 9.5 x 1.96 inches,B07YVPLCD4,None,"Plaid Enterprises, Inc.",USA,"#67,797 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #29 in Felt Applique Kits",Elegant Christmas,86977E,2.88 ounces,$22.85,$32.40,$0.00,14
None,B01N9FC0O0,None,Multicraft,China,"#96,297 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #205 in Embroidery Floss",Assorted,NC162H,0.64 ounces,$6.99,$25.79,$0.00,14
None,B0001DTPNY,"April 21, 2004",No,France,"#79,566 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #162 in Embroidery Floss",Snow White,117-B5200,0.16 ounces,$0.66,$25.15,$0.00,N/A
3.75 x 1.75 x 0.5 inches,B08ZS765SK,"May 5, 2021",Dyno Merchandise,China,"#87,056 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #77 in Yarn Needles",None,1780,0.2 ounces,$5.98,$25.03,$0.00,14
11.8 x 9 x 2.05 inches,B09RMTVMCT,None,"Plaid Enterprises, Inc.",USA,"#47,820 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #8 in Felt Applique Kits",Penguins At Play,89481E,6.4 ounces,$25.70,$30.59,$32.37,14
36.61 x 5.5 x 0.5 inches,B016KNKRXA,None,No,USA,"#79,551 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #117 in Cross-Stitch Stamped Kits",None,300-894,2.82 ounces,$10.15,$26.22,$0.00,14
11.8 x 9 x 2.45 inches,B084QKSCVJ,None,"Plaid Enterprises, Inc.",USA,"#77,892 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #41 in Felt Applique Kits",Snow Family Portrait,89232E,6.4 ounces,$21.60,$31.72,$30.77,14
8.36 x 7.08 x 0.77 inches,B09XWFTNVZ,None,IG Design Group,China,"#65,563 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #68 in Needle Felting Kits",Sea Turtle,72-76408,2.11 ounces,$10.47,$26.33,$0.00,14
13.22 x 9.41 x 0.99 inches,B00KHUL7Y6,"May 19, 2014",Vista Partners Inc.,China,"#84,935 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #179 in Cross-Stitch Counted Kits",Multicolored,70-35312,1.6 ounces,$42.31,$27.99,$31.31,14
13.25 x 9.38 x 0.85 inches,B007IQTZGO,None,No,China,"#32,316 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #159 in Cross-Stitch Counted Kits",Snowman Gathering,70-08866,9.4 ounces,$27.40,$27.38,$24.80,14
0.5 x 9.25 x 12.75 inches,B00OY2D7FK,"April 4, 2004",Simplicity Creative Corp.,China,"#42,262 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #49 in Cross-Stitch Counted Kits",multi-colored,171197,5.6 ounces,$22.86,$27.42,$22.91,14
13 x 9.25 x 0.62 inches,B0B58JY6QX,"June 14, 2022",Dimensions,China,"#108,739 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #287 in Cross-Stitch Counted Kits",None,70-08999,5.6 ounces,$22.76,$27.73,$23.00,14
11.8 x 9 x 1.75 inches,B092CSH8JL,None,"Plaid Enterprises, Inc.",USA,"#56,628 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #17 in Felt Applique Kits",Gingerbread Santa,89301E,4.6 ounces,$24.91,$30.54,$14.16,14
12 x 15 x 0.1 inches,B00FRH25S6,"September 23, 2013",Dimensions Crafts,China,"#33,202 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #32 in Cross-Stitch Counted Kits",Multi color,70-35305,8.6 ounces,$26.16,$27.86,$24.47,14
5.5 x 0.75 x 8.5 inches,B001UAJ8FW,"February 28, 2009",Janlynn,USA,"#88,263 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #139 in Cross-Stitch Stamped Kits",Tulip Garden,021-1115,1.6 ounces,$9.87,$25.57,$0.00,14
12 x 9 x 0.1 inches,B001DHVQQ6,"April 21, 2004",EKS,China,"#80,130 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #164 in Cross-Stitch Counted Kits",Various,73428,4.2 ounces,$17.82,$26.19,$20.27,14
"30""L x 17""W",B00A2YO3D4,"December 12, 2007",Tobin,USA,"#118,088 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #496 in Embroidery Kits",White White,T264064,0.32 ounces,$15.20,$25.99,$12.31,14
0.5 x 0.5 x 0.5 inches,B08YZ9CR3B,"March 15, 2021","Design Works Crafts, Inc.",USA,"#36,465 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #37 in Cross-Stitch Counted Kits",Giraffe Love,3455,1.44 ounces,$12.51,$25.52,$0.00,14
5.5 x 3.5 x 0.8 inches,B08VKLTWKR,"February 1, 2021","CLOVER NEEDLECRAFT, INC.",USA,"#97,351 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #253 in Embroidery Hoops",None,650876,1.41 ounces,$14.28,$25.40,$23.45,14
